Date,Year,Month,Latitude,Longitude,chlor_a_mg_m3,spm_mg_L,turbidity_FNU,Transect
2026-02-15,2026,2,41.86471,37.87656,0.58,3.04,0.284,Grid_A
2026-02-15,2026,2,41.86471,37.9625,0.553,2.936,0.365,Grid_A
2026-02-15,2026,2,41.86471,38.04844,0.621,2.956,0.339,Grid_A
2026-02-15,2026,2,41.86471,38.13437,0.586,3.186,0.343,Grid_A
2026-02-15,2026,2,41.86471,38.22031,0.645,2.714,0.315,Grid_A
2026-02-15,2026,2,41.86471,38.30625,0.608,3.097,0.398,Grid_A
2026-02-15,2026,2,41.86471,38.39219,0.528,3.006,0.34,Grid_A
2026-02-15,2026,2,41.86471,38.47812,0.613,3.373,0.367,Grid_A
2026-02-15,2026,2,41.86471,38.56406,0.543,3.348,0.385,Grid_A
2026-02-15,2026,2,41.86471,38.65,0.621,2.731,0.347,Grid_A
2026-02-15,2026,2,41.86471,38.73594,0.633,3.268,0.31,Grid_A
2026-02-15,2026,2,41.86471,38.82187,0.587,3.303,0.395,Grid_A
2026-02-15,2026,2,41.86471,38.90781,0.638,3.327,0.372,Grid_A
2026-02-15,2026,2,41.86471,38.99375,0.663,3.14,0.375,Grid_A
2026-02-15,2026,2,41.86471,39.07969,0.579,3.27,0.335,Grid_A
2026-02-15,2026,2,41.86471,39.16562,0.66,3.051,0.379,Grid_A
2026-02-15,2026,2,41.86471,39.25156,0.597,3.053,0.382,Grid_A
2026-02-15,2026,2,41.86471,39.3375,0.668,3.386,0.347,Grid_A
2026-02-15,2026,2,41.86471,39.42344,0.582,2.986,0.352,Grid_A
2026-02-15,2026,2,41.86471,39.50937,0.708,3.464,0.357,Grid_A
2026-02-15,2026,2,41.86471,39.59531,0.717,3.466,0.344,Grid_A
2026-02-15,2026,2,41.86471,39.68125,0.611,2.892,0.386,Grid_A
2026-02-15,2026,2,41.86471,39.76719,0.656,3.241,0.341,Grid_A
2026-02-15,2026,2,41.86471,39.85312,0.602,3.304,0.41,Grid_A
2026-02-15,2026,2,41.86471,39.93906,0.582,3.01,0.423,Grid_A
2026-02-15,2026,2,41.86471,40.025,0.617,3.277,0.368,Grid_A
2026-02-15,2026,2,41.86471,40.11094,0.702,2.891,0.396,Grid_A
2026-02-15,2026,2,41.86471,40.19687,0.71,3.43,0.395,Grid_A
2026-02-15,2026,2,41.86471,40.28281,0.648,3.276,0.378,Grid_A
2026-02-15,2026,2,41.86471,40.36875,0.676,3.32,0.403,Grid_A
2026-02-15,2026,2,41.86471,40.45469,0.723,3.136,0.374,Grid_A
2026-02-15,2026,2,41.86471,40.54062,0.665,3.389,0.417,Grid_A
2026-02-15,2026,2,41.86471,40.62656,0.684,3.153,0.398,Grid_A
2026-02-15,2026,2,41.86471,40.7125,0.674,3.279,0.453,Grid_A
2026-02-15,2026,2,41.86471,40.79844,0.707,3.3,0.456,Grid_A
2026-02-15,2026,2,41.86471,40.88437,0.718,3.149,0.351,Grid_A
2026-02-15,2026,2,41.86471,40.97031,0.651,3.554,0.458,Grid_A
2026-02-15,2026,2,41.86471,41.05625,0.641,3.58,0.454,Grid_A
2026-02-15,2026,2,41.86471,41.14219,0.766,3.653,0.475,Grid_A
2026-02-15,2026,2,41.86471,41.22812,0.733,3.568,0.436,Grid_A
2026-02-15,2026,2,41.86471,41.31406,0.75,3.224,0.444,Grid_A
2026-02-15,2026,2,41.86471,41.4,0.742,3.787,0.439,Grid_A
2026-02-15,2026,2,41.89853,35.9,0.539,2.564,0.275,Grid_A
2026-02-15,2026,2,41.89853,35.98594,0.472,2.762,0.251,Grid_A
2026-02-15,2026,2,41.89853,36.07187,0.46,2.6,0.29,Grid_A
2026-02-15,2026,2,41.89853,36.15781,0.47,2.348,0.27,Grid_A
2026-02-15,2026,2,41.89853,36.24375,0.447,2.972,0.301,Grid_A
2026-02-15,2026,2,41.89853,36.32969,0.559,2.671,0.308,Grid_A
2026-02-15,2026,2,41.89853,36.41562,0.575,2.581,0.305,Grid_A
2026-02-15,2026,2,41.89853,36.50156,0.488,2.662,0.228,Grid_A
2026-02-15,2026,2,41.89853,36.5875,0.534,2.657,0.264,Grid_A
2026-02-15,2026,2,41.89853,36.67344,0.525,2.614,0.28,Grid_A
2026-02-15,2026,2,41.89853,36.75937,0.586,2.531,0.303,Grid_A
2026-02-15,2026,2,41.89853,36.84531,0.547,2.833,0.284,Grid_A
2026-02-15,2026,2,41.89853,36.93125,0.513,2.861,0.301,Grid_A
2026-02-15,2026,2,41.89853,37.01719,0.513,2.518,0.293,Grid_A
2026-02-15,2026,2,41.89853,37.10312,0.579,3.001,0.324,Grid_A
2026-02-15,2026,2,41.89853,37.18906,0.567,2.761,0.297,Grid_A
2026-02-15,2026,2,41.89853,37.275,0.506,2.691,0.299,Grid_A
2026-02-15,2026,2,41.89853,37.36094,0.548,2.86,0.269,Grid_A
2026-02-15,2026,2,41.89853,37.44687,0.516,3.011,0.286,Grid_A
2026-02-15,2026,2,41.89853,37.53281,0.539,2.889,0.287,Grid_A
2026-02-15,2026,2,41.89853,37.61875,0.613,2.633,0.313,Grid_A
2026-02-15,2026,2,41.89853,37.70469,0.543,2.93,0.304,Grid_A
2026-02-15,2026,2,41.89853,37.79062,0.575,3.157,0.302,Grid_A
2026-02-15,2026,2,41.89853,37.87656,0.552,2.863,0.359,Grid_A
2026-02-15,2026,2,41.89853,37.9625,0.579,3.187,0.321,Grid_A
2026-02-15,2026,2,41.89853,38.04844,0.634,3.036,0.343,Grid_A
2026-02-15,2026,2,41.89853,38.13437,0.532,2.652,0.359,Grid_A
2026-02-15,2026,2,41.89853,38.22031,0.636,3.467,0.298,Grid_A
2026-02-15,2026,2,41.89853,38.30625,0.616,2.792,0.32,Grid_A
2026-02-15,2026,2,41.89853,38.39219,0.58,3.087,0.325,Grid_A
2026-02-15,2026,2,41.89853,38.47812,0.605,3.191,0.372,Grid_A
2026-02-15,2026,2,41.89853,38.56406,0.635,3.129,0.344,Grid_A
2026-02-15,2026,2,41.89853,38.65,0.588,3.161,0.324,Grid_A
2026-02-15,2026,2,41.89853,38.73594,0.619,2.852,0.353,Grid_A
2026-02-15,2026,2,41.89853,38.82187,0.575,3.001,0.34,Grid_A
2026-02-15,2026,2,41.89853,38.90781,0.589,3.078,0.299,Grid_A
2026-02-15,2026,2,41.89853,38.99375,0.552,3.27,0.367,Grid_A
2026-02-15,2026,2,41.89853,39.07969,0.599,3.318,0.35,Grid_A
2026-02-15,2026,2,41.89853,39.16562,0.608,2.981,0.417,Grid_A
2026-02-15,2026,2,41.89853,39.25156,0.644,3.191,0.384,Grid_A
2026-02-15,2026,2,41.89853,39.3375,0.564,3.047,0.387,Grid_A
2026-02-15,2026,2,41.89853,39.42344,0.641,3.621,0.365,Grid_A
2026-02-15,2026,2,41.89853,39.50937,0.683,3.355,0.385,Grid_A
2026-02-15,2026,2,41.89853,39.59531,0.661,3.15,0.336,Grid_A
2026-02-15,2026,2,41.89853,39.68125,0.666,3.307,0.403,Grid_A
2026-02-15,2026,2,41.89853,39.76719,0.658,3.43,0.369,Grid_A
2026-02-15,2026,2,41.89853,39.85312,0.717,3.052,0.392,Grid_A
2026-02-15,2026,2,41.89853,39.93906,0.689,3.161,0.416,Grid_A
2026-02-15,2026,2,41.89853,40.025,0.652,3.302,0.396,Grid_A
2026-02-15,2026,2,41.89853,40.11094,0.646,3.742,0.383,Grid_A
2026-02-15,2026,2,41.89853,40.19687,0.581,3.145,0.41,Grid_A
2026-02-15,2026,2,41.89853,40.28281,0.661,3.524,0.434,Grid_A
2026-02-15,2026,2,41.89853,40.36875,0.666,2.998,0.381,Grid_A
2026-02-15,2026,2,41.89853,40.45469,0.681,3.035,0.407,Grid_A
2026-02-15,2026,2,41.89853,40.54062,0.743,3.431,0.42,Grid_A
2026-02-15,2026,2,41.89853,40.62656,0.648,3.413,0.416,Grid_A
2026-02-15,2026,2,41.89853,40.7125,0.703,3.536,0.448,Grid_A
2026-02-15,2026,2,41.89853,40.79844,0.702,3.507,0.416,Grid_A
2026-02-15,2026,2,41.89853,40.88437,0.745,3.241,0.427,Grid_A
2026-02-15,2026,2,41.89853,40.97031,0.753,3.336,0.401,Grid_A
2026-02-15,2026,2,41.89853,41.05625,0.69,3.725,0.381,Grid_A
2026-02-15,2026,2,41.89853,41.14219,0.714,3.334,0.437,Grid_A
2026-02-15,2026,2,41.89853,41.22812,0.7,3.667,0.446,Grid_A
2026-02-15,2026,2,41.89853,41.31406,0.757,3.746,0.448,Grid_A
2026-02-15,2026,2,41.89853,41.4,0.706,3.578,0.465,Grid_A
2026-02-15,2026,2,41.93235,35.9,0.454,2.649,0.244,Grid_A
2026-02-15,2026,2,41.93235,35.98594,0.487,2.478,0.238,Grid_A
2026-02-15,2026,2,41.93235,36.07187,0.557,2.557,0.285,Grid_A
2026-02-15,2026,2,41.93235,36.15781,0.516,2.417,0.264,Grid_A
2026-02-15,2026,2,41.93235,36.24375,0.467,2.78,0.258,Grid_A
2026-02-15,2026,2,41.93235,36.32969,0.552,2.959,0.223,Grid_A
2026-02-15,2026,2,41.93235,36.41562,0.502,2.444,0.323,Grid_A
2026-02-15,2026,2,41.93235,36.50156,0.507,2.437,0.328,Grid_A
2026-02-15,2026,2,41.93235,36.5875,0.499,2.39,0.246,Grid_A
2026-02-15,2026,2,41.93235,36.67344,0.537,2.738,0.258,Grid_A
2026-02-15,2026,2,41.93235,36.75937,0.515,2.753,0.315,Grid_A
2026-02-15,2026,2,41.93235,36.84531,0.551,2.644,0.279,Grid_A
2026-02-15,2026,2,41.93235,36.93125,0.572,3.107,0.26,Grid_A
2026-02-15,2026,2,41.93235,37.01719,0.59,2.722,0.25,Grid_A
2026-02-15,2026,2,41.93235,37.10312,0.476,3.066,0.33,Grid_A
2026-02-15,2026,2,41.93235,37.18906,0.529,2.77,0.253,Grid_A
2026-02-15,2026,2,41.93235,37.275,0.586,2.821,0.262,Grid_A
2026-02-15,2026,2,41.93235,37.36094,0.567,2.563,0.317,Grid_A
2026-02-15,2026,2,41.93235,37.44687,0.519,2.922,0.29,Grid_A
2026-02-15,2026,2,41.93235,37.53281,0.471,3.068,0.336,Grid_A
2026-02-15,2026,2,41.93235,37.61875,0.548,2.938,0.324,Grid_A
2026-02-15,2026,2,41.93235,37.70469,0.591,3.242,0.326,Grid_A
2026-02-15,2026,2,41.93235,37.79062,0.562,2.997,0.308,Grid_A
2026-02-15,2026,2,41.93235,37.87656,0.537,3.169,0.336,Grid_A
2026-02-15,2026,2,41.93235,37.9625,0.508,2.803,0.344,Grid_A
2026-02-15,2026,2,41.93235,38.04844,0.524,2.803,0.395,Grid_A
2026-02-15,2026,2,41.93235,38.13437,0.576,3.184,0.369,Grid_A
2026-02-15,2026,2,41.93235,38.22031,0.557,3.035,0.386,Grid_A
2026-02-15,2026,2,41.93235,38.30625,0.615,3.469,0.322,Grid_A
2026-02-15,2026,2,41.93235,38.39219,0.672,3.013,0.333,Grid_A
2026-02-15,2026,2,41.93235,38.47812,0.629,3.001,0.342,Grid_A
2026-02-15,2026,2,41.93235,38.56406,0.626,2.676,0.327,Grid_A
2026-02-15,2026,2,41.93235,38.65,0.639,3.25,0.359,Grid_A
2026-02-15,2026,2,41.93235,38.73594,0.625,3.146,0.377,Grid_A
2026-02-15,2026,2,41.93235,38.82187,0.56,2.978,0.355,Grid_A
2026-02-15,2026,2,41.93235,38.90781,0.628,2.672,0.328,Grid_A
2026-02-15,2026,2,41.93235,38.99375,0.623,3.311,0.352,Grid_A
2026-02-15,2026,2,41.93235,39.07969,0.601,3.228,0.358,Grid_A
2026-02-15,2026,2,41.93235,39.16562,0.666,3.092,0.341,Grid_A
2026-02-15,2026,2,41.93235,39.25156,0.691,3.398,0.348,Grid_A
2026-02-15,2026,2,41.93235,39.3375,0.654,3.099,0.391,Grid_A
2026-02-15,2026,2,41.93235,39.42344,0.606,3.353,0.408,Grid_A
2026-02-15,2026,2,41.93235,39.50937,0.607,3.206,0.412,Grid_A
2026-02-15,2026,2,41.93235,39.59531,0.608,3.073,0.401,Grid_A
2026-02-15,2026,2,41.93235,39.68125,0.645,2.906,0.38,Grid_A
2026-02-15,2026,2,41.93235,39.76719,0.725,3.647,0.375,Grid_A
2026-02-15,2026,2,41.93235,39.85312,0.622,3.157,0.439,Grid_A
2026-02-15,2026,2,41.93235,39.93906,0.696,3.556,0.422,Grid_A
2026-02-15,2026,2,41.93235,40.025,0.613,3.087,0.383,Grid_A
2026-02-15,2026,2,41.93235,40.11094,0.648,3.155,0.389,Grid_A
2026-02-15,2026,2,41.93235,40.19687,0.698,3.332,0.437,Grid_A
2026-02-15,2026,2,41.93235,40.28281,0.686,3.184,0.414,Grid_A
2026-02-15,2026,2,41.93235,40.36875,0.619,2.871,0.429,Grid_A
2026-02-15,2026,2,41.93235,40.45469,0.723,3.362,0.406,Grid_A
2026-02-15,2026,2,41.93235,40.54062,0.632,3.595,0.431,Grid_A
2026-02-15,2026,2,41.93235,40.62656,0.701,3.374,0.41,Grid_A
2026-02-15,2026,2,41.93235,40.7125,0.648,3.44,0.412,Grid_A
2026-02-15,2026,2,41.93235,40.79844,0.679,3.747,0.427,Grid_A
2026-02-15,2026,2,41.93235,40.88437,0.602,3.31,0.407,Grid_A
2026-02-15,2026,2,41.93235,40.97031,0.698,3.147,0.446,Grid_A
2026-02-15,2026,2,41.93235,41.05625,0.695,3.35,0.442,Grid_A
2026-02-15,2026,2,41.93235,41.14219,0.707,3.433,0.435,Grid_A
2026-02-15,2026,2,41.93235,41.22812,0.713,3.542,0.45,Grid_A
2026-02-15,2026,2,41.93235,41.31406,0.762,3.378,0.453,Grid_A
2026-02-15,2026,2,41.93235,41.4,0.818,3.494,0.45,Grid_A
2026-02-15,2026,2,41.96618,35.9,0.45,2.458,0.248,Grid_A
2026-02-15,2026,2,41.96618,35.98594,0.525,2.745,0.261,Grid_A
2026-02-15,2026,2,41.96618,36.07187,0.539,2.429,0.269,Grid_A
2026-02-15,2026,2,41.96618,36.15781,0.511,2.668,0.251,Grid_A
2026-02-15,2026,2,41.96618,36.24375,0.476,2.414,0.271,Grid_A
2026-02-15,2026,2,41.96618,36.32969,0.537,2.645,0.265,Grid_A
2026-02-15,2026,2,41.96618,36.41562,0.492,2.786,0.27,Grid_A
2026-02-15,2026,2,41.96618,36.50156,0.51,2.873,0.288,Grid_A
2026-02-15,2026,2,41.96618,36.5875,0.466,2.723,0.251,Grid_A
2026-02-15,2026,2,41.96618,36.67344,0.537,2.097,0.283,Grid_A
2026-02-15,2026,2,41.96618,36.75937,0.563,2.72,0.252,Grid_A
2026-02-15,2026,2,41.96618,36.84531,0.616,2.987,0.271,Grid_A
2026-02-15,2026,2,41.96618,36.93125,0.531,2.374,0.3,Grid_A
2026-02-15,2026,2,41.96618,37.01719,0.49,2.917,0.316,Grid_A
2026-02-15,2026,2,41.96618,37.10312,0.545,2.585,0.325,Grid_A
2026-02-15,2026,2,41.96618,37.18906,0.552,2.831,0.274,Grid_A
2026-02-15,2026,2,41.96618,37.275,0.563,2.785,0.267,Grid_A
2026-02-15,2026,2,41.96618,37.36094,0.612,3.192,0.329,Grid_A
2026-02-15,2026,2,41.96618,37.44687,0.597,3.207,0.28,Grid_A
2026-02-15,2026,2,41.96618,37.53281,0.523,2.785,0.317,Grid_A
2026-02-15,2026,2,41.96618,37.61875,0.557,2.678,0.313,Grid_A
2026-02-15,2026,2,41.96618,37.70469,0.569,3.065,0.317,Grid_A
2026-02-15,2026,2,41.96618,37.79062,0.5,2.988,0.358,Grid_A
2026-02-15,2026,2,41.96618,37.87656,0.58,3.122,0.309,Grid_A
2026-02-15,2026,2,41.96618,37.9625,0.605,2.79,0.319,Grid_A
2026-02-15,2026,2,41.96618,38.04844,0.577,3.048,0.308,Grid_A
2026-02-15,2026,2,41.96618,38.13437,0.531,3.061,0.342,Grid_A
2026-02-15,2026,2,41.96618,38.22031,0.597,3.167,0.329,Grid_A
2026-02-15,2026,2,41.96618,38.30625,0.608,2.925,0.331,Grid_A
2026-02-15,2026,2,41.96618,38.39219,0.613,3.462,0.359,Grid_A
2026-02-15,2026,2,41.96618,38.47812,0.625,3.178,0.285,Grid_A
2026-02-15,2026,2,41.96618,38.56406,0.62,3.219,0.349,Grid_A
2026-02-15,2026,2,41.96618,38.65,0.608,2.863,0.339,Grid_A
2026-02-15,2026,2,41.96618,38.73594,0.58,3.265,0.391,Grid_A
2026-02-15,2026,2,41.96618,38.82187,0.694,2.909,0.34,Grid_A
2026-02-15,2026,2,41.96618,38.90781,0.59,2.89,0.335,Grid_A
2026-02-15,2026,2,41.96618,38.99375,0.603,3.282,0.345,Grid_A
2026-02-15,2026,2,41.96618,39.07969,0.669,3.395,0.373,Grid_A
2026-02-15,2026,2,41.96618,39.16562,0.68,2.863,0.355,Grid_A
2026-02-15,2026,2,41.96618,39.25156,0.642,3.194,0.408,Grid_A
2026-02-15,2026,2,41.96618,39.3375,0.598,3.056,0.373,Grid_A
2026-02-15,2026,2,41.96618,39.42344,0.62,2.969,0.366,Grid_A
2026-02-15,2026,2,41.96618,39.50937,0.635,3.481,0.356,Grid_A
2026-02-15,2026,2,41.96618,39.59531,0.681,3.46,0.372,Grid_A
2026-02-15,2026,2,41.96618,39.68125,0.662,3.335,0.398,Grid_A
2026-02-15,2026,2,41.96618,39.76719,0.658,3.098,0.407,Grid_A
2026-02-15,2026,2,41.96618,39.85312,0.643,3.254,0.398,Grid_A
2026-02-15,2026,2,41.96618,39.93906,0.696,3.648,0.379,Grid_A
2026-02-15,2026,2,41.96618,40.025,0.667,2.979,0.437,Grid_A
2026-02-15,2026,2,41.96618,40.11094,0.67,3.23,0.405,Grid_A
2026-02-15,2026,2,41.96618,40.19687,0.676,3.158,0.436,Grid_A
2026-02-15,2026,2,41.96618,40.28281,0.701,3.475,0.393,Grid_A
2026-02-15,2026,2,41.96618,40.36875,0.65,3.31,0.433,Grid_A
2026-02-15,2026,2,41.96618,40.45469,0.702,3.191,0.433,Grid_A
2026-02-15,2026,2,41.96618,40.54062,0.647,3.228,0.423,Grid_A
2026-02-15,2026,2,41.96618,40.62656,0.642,3.182,0.461,Grid_A
2026-02-15,2026,2,41.96618,40.7125,0.747,3.847,0.436,Grid_A
2026-02-15,2026,2,41.96618,40.79844,0.722,3.372,0.42,Grid_A
2026-02-15,2026,2,41.96618,40.88437,0.734,3.689,0.451,Grid_A
2026-02-15,2026,2,41.96618,40.97031,0.669,3.509,0.415,Grid_A
2026-02-15,2026,2,41.96618,41.05625,0.693,3.772,0.408,Grid_A
2026-02-15,2026,2,41.96618,41.14219,0.797,3.569,0.429,Grid_A
2026-02-15,2026,2,41.96618,41.22812,0.716,3.336,0.43,Grid_A
2026-02-15,2026,2,41.96618,41.31406,0.72,3.421,0.424,Grid_A
2026-02-15,2026,2,41.96618,41.4,0.711,3.238,0.418,Grid_A
2026-02-15,2026,2,42.0,35.9,0.449,2.935,0.26,Grid_A
2026-02-15,2026,2,42.0,35.98594,0.527,2.617,0.266,Grid_A
2026-02-15,2026,2,42.0,36.07187,0.554,2.71,0.297,Grid_A
2026-02-15,2026,2,42.0,36.15781,0.509,2.763,0.277,Grid_A
2026-02-15,2026,2,42.0,36.24375,0.477,2.665,0.217,Grid_A
2026-02-15,2026,2,42.0,36.32969,0.512,2.615,0.257,Grid_A
2026-02-15,2026,2,42.0,36.41562,0.504,2.787,0.247,Grid_A
2026-02-15,2026,2,42.0,36.50156,0.599,2.813,0.252,Grid_A
2026-02-15,2026,2,42.0,36.5875,0.553,2.912,0.284,Grid_A
2026-02-15,2026,2,42.0,36.67344,0.491,3.175,0.294,Grid_A
2026-02-15,2026,2,42.0,36.75937,0.485,2.783,0.276,Grid_A
2026-02-15,2026,2,42.0,36.84531,0.538,2.517,0.286,Grid_A
2026-02-15,2026,2,42.0,36.93125,0.508,2.699,0.297,Grid_A
2026-02-15,2026,2,42.0,37.01719,0.526,2.725,0.311,Grid_A
2026-02-15,2026,2,42.0,37.10312,0.513,2.668,0.262,Grid_A
2026-02-15,2026,2,42.0,37.18906,0.519,2.837,0.313,Grid_A
2026-02-15,2026,2,42.0,37.275,0.523,2.948,0.303,Grid_A
2026-02-15,2026,2,42.0,37.36094,0.503,2.875,0.333,Grid_A
2026-02-15,2026,2,42.0,37.44687,0.486,3.255,0.291,Grid_A
2026-02-15,2026,2,42.0,37.53281,0.499,2.895,0.33,Grid_A
2026-02-15,2026,2,42.0,37.61875,0.558,2.944,0.366,Grid_A
2026-02-15,2026,2,42.0,37.70469,0.581,3.492,0.347,Grid_A
2026-02-15,2026,2,42.0,37.79062,0.578,2.968,0.311,Grid_A
2026-02-15,2026,2,42.0,37.87656,0.589,3.036,0.312,Grid_A
2026-02-15,2026,2,42.0,37.9625,0.527,3.202,0.349,Grid_A
2026-02-15,2026,2,42.0,38.04844,0.529,2.986,0.354,Grid_A
2026-02-15,2026,2,42.0,38.13437,0.626,2.827,0.356,Grid_A
2026-02-15,2026,2,42.0,38.22031,0.594,3.058,0.311,Grid_A
2026-02-15,2026,2,42.0,38.30625,0.426,2.839,0.351,Grid_A
2026-02-15,2026,2,42.0,38.39219,0.592,3.138,0.368,Grid_A
2026-02-15,2026,2,42.0,38.47812,0.59,2.937,0.289,Grid_A
2026-02-15,2026,2,42.0,38.56406,0.545,2.769,0.361,Grid_A
2026-02-15,2026,2,42.0,38.65,0.597,2.944,0.334,Grid_A
2026-02-15,2026,2,42.0,38.73594,0.582,3.249,0.356,Grid_A
2026-02-15,2026,2,42.0,38.82187,0.657,2.64,0.37,Grid_A
2026-02-15,2026,2,42.0,38.90781,0.601,3.037,0.393,Grid_A
2026-02-15,2026,2,42.0,38.99375,0.608,3.205,0.337,Grid_A
2026-02-15,2026,2,42.0,39.07969,0.629,2.803,0.364,Grid_A
2026-02-15,2026,2,42.0,39.16562,0.646,3.356,0.348,Grid_A
2026-02-15,2026,2,42.0,39.25156,0.613,3.02,0.366,Grid_A
2026-02-15,2026,2,42.0,39.3375,0.599,2.732,0.349,Grid_A
2026-02-15,2026,2,42.0,39.42344,0.639,3.148,0.392,Grid_A
2026-02-15,2026,2,42.0,39.50937,0.678,3.101,0.342,Grid_A
2026-02-15,2026,2,42.0,39.59531,0.664,3.203,0.378,Grid_A
2026-02-15,2026,2,42.0,39.68125,0.7,3.309,0.391,Grid_A
2026-02-15,2026,2,42.0,39.76719,0.661,3.403,0.373,Grid_A
2026-02-15,2026,2,42.0,39.85312,0.623,3.201,0.364,Grid_A
2026-02-15,2026,2,42.0,39.93906,0.66,3.281,0.395,Grid_A
2026-02-15,2026,2,42.0,40.025,0.651,3.606,0.424,Grid_A
2026-02-15,2026,2,42.0,40.11094,0.665,3.308,0.438,Grid_A
2026-02-15,2026,2,42.0,40.19687,0.649,3.111,0.412,Grid_A
2026-02-15,2026,2,42.0,40.28281,0.692,3.416,0.43,Grid_A
2026-02-15,2026,2,42.0,40.36875,0.65,3.05,0.398,Grid_A
2026-02-15,2026,2,42.0,40.45469,0.706,3.162,0.367,Grid_A
2026-02-15,2026,2,42.0,40.54062,0.691,3.247,0.376,Grid_A
2026-02-15,2026,2,42.0,40.62656,0.692,3.297,0.464,Grid_A
2026-02-15,2026,2,42.0,40.7125,0.696,3.505,0.425,Grid_A
2026-02-15,2026,2,42.0,40.79844,0.672,3.305,0.455,Grid_A
2026-02-15,2026,2,42.0,40.88437,0.729,3.119,0.4,Grid_A
2026-02-15,2026,2,42.0,40.97031,0.655,3.642,0.391,Grid_A
2026-02-15,2026,2,42.0,41.05625,0.738,3.524,0.441,Grid_A
2026-02-15,2026,2,42.0,41.14219,0.691,3.696,0.444,Grid_A
2026-02-15,2026,2,42.0,41.22812,0.655,3.23,0.403,Grid_A
2026-02-15,2026,2,42.0,41.31406,0.765,3.771,0.474,Grid_A
2026-02-15,2026,2,42.0,41.4,0.714,3.215,0.424,Grid_A
2026-05-15,2026,5,40.85,35.9,0.882,3.722,0.601,Grid_A
2026-05-15,2026,5,40.85,35.98594,0.98,3.647,0.513,Grid_A
2026-05-15,2026,5,40.85,36.07187,0.881,3.997,0.578,Grid_A
2026-05-15,2026,5,40.85,36.15781,0.917,3.688,0.557,Grid_A
2026-05-15,2026,5,40.85,36.24375,0.887,4.202,0.622,Grid_A
2026-05-15,2026,5,40.85,36.32969,0.906,3.45,0.586,Grid_A
2026-05-15,2026,5,40.85,36.41562,0.936,3.941,0.606,Grid_A
2026-05-15,2026,5,40.85,36.50156,0.899,4.085,0.579,Grid_A
2026-05-15,2026,5,40.85,36.5875,0.973,3.791,0.614,Grid_A
2026-05-15,2026,5,40.85,36.67344,0.858,4.005,0.574,Grid_A
2026-05-15,2026,5,40.85,36.75937,0.959,4.12,0.577,Grid_A
2026-05-15,2026,5,40.85,36.84531,0.921,3.811,0.59,Grid_A
2026-05-15,2026,5,40.85,36.93125,0.921,3.921,0.608,Grid_A
2026-05-15,2026,5,40.85,37.01719,0.984,3.75,0.583,Grid_A
2026-05-15,2026,5,40.85,37.10312,0.965,3.879,0.604,Grid_A
2026-05-15,2026,5,40.85,37.18906,0.945,4.008,0.59,Grid_A
2026-05-15,2026,5,40.85,37.275,0.971,3.895,0.615,Grid_A
2026-05-15,2026,5,40.85,37.36094,1.027,3.707,0.56,Grid_A
2026-05-15,2026,5,40.85,37.44687,0.959,3.754,0.547,Grid_A
2026-05-15,2026,5,40.85,37.53281,1.056,4.11,0.642,Grid_A
2026-05-15,2026,5,40.85,37.61875,0.979,4.096,0.618,Grid_A
2026-05-15,2026,5,40.85,37.70469,1.026,4.064,0.631,Grid_A
2026-05-15,2026,5,40.85,37.79062,0.998,4.333,0.639,Grid_A
2026-05-15,2026,5,40.85,37.87656,0.959,4.122,0.65,Grid_A
2026-05-15,2026,5,40.85,37.9625,0.998,4.058,0.615,Grid_A
2026-05-15,2026,5,40.85,38.04844,1.011,3.84,0.638,Grid_A
2026-05-15,2026,5,40.85,38.13437,0.984,4.293,0.686,Grid_A
2026-05-15,2026,5,40.85,38.22031,0.968,4.11,0.643,Grid_A
2026-05-15,2026,5,40.85,38.30625,1.036,4.144,0.644,Grid_A
2026-05-15,2026,5,40.85,38.39219,1.025,4.096,0.697,Grid_A
2026-05-15,2026,5,40.85,38.47812,0.993,4.204,0.673,Grid_A
2026-05-15,2026,5,40.85,38.56406,1.045,4.107,0.697,Grid_A
2026-05-15,2026,5,40.85,38.65,0.948,3.962,0.683,Grid_A
2026-05-15,2026,5,40.85,38.73594,1.0,4.007,0.658,Grid_A
2026-05-15,2026,5,40.85,38.82187,1.007,4.336,0.695,Grid_A
2026-05-15,2026,5,40.85,38.90781,1.045,4.434,0.641,Grid_A
2026-05-15,2026,5,40.85,38.99375,1.048,4.507,0.703,Grid_A
2026-05-15,2026,5,40.85,39.07969,1.106,4.133,0.705,Grid_A
2026-05-15,2026,5,40.85,39.16562,1.035,4.384,0.718,Grid_A
2026-05-15,2026,5,40.85,39.25156,1.024,3.908,0.734,Grid_A
2026-05-15,2026,5,40.85,39.3375,1.078,4.272,0.687,Grid_A
2026-05-15,2026,5,40.85,39.42344,0.978,4.349,0.681,Grid_A
2026-05-15,2026,5,40.85,39.50937,1.068,4.328,0.613,Grid_A
2026-05-15,2026,5,40.85,39.59531,1.089,4.373,0.709,Grid_A
2026-05-15,2026,5,40.85,39.68125,1.065,4.359,0.708,Grid_A
2026-05-15,2026,5,40.85,39.76719,1.087,4.459,0.714,Grid_A
2026-05-15,2026,5,40.85,39.85312,1.153,4.233,0.701,Grid_A
2026-05-15,2026,5,40.85,39.93906,1.151,4.361,0.736,Grid_A
2026-05-15,2026,5,40.85,40.025,1.092,4.36,0.741,Grid_A
2026-05-15,2026,5,40.85,40.11094,1.11,4.113,0.724,Grid_A
